4.478795978004175837e-01 (15,1)

5.493181657055245040e-03, 1.734672595184373828e-03
2.505757933291493950e-03, 1.146357215960319914e-03
3.206544282323740749e-03, 4.409415044885479744e-04
1.733138608014375779e-03, 1.609411064648387599e-03
1.785174326269240407e-03, 4.972613775868463737e-04
1.152600728949239447e-03, 2.422630921977326351e-03
7.704268558156345155e-03, 1.173375097084795437e-03
7.354431425451920037e-03, 2.186581525181122924e-03
3.581514430270447578e-04, 1.825950646659985121e-03
7.521859362717489388e-03, 2.948325005868062884e-03
1.124922818409772665e-03, 1.259841532524618194e-03
9.260117124125947369e-03, 6.765264396547104181e-04
7.689513436037841284e-04, 6.765264396547104181e-04
8.655209296082765806e-04, 7.863811675163505681e-04


3.408685842710088010e-01 (19,2)

2.513308814472154772e-03, 3.366317015558892463e-03
1.880398556280552576e-03, 1.756799459478513908e-03
9.282938935601528019e-04, 8.345125123754410477e-04
2.130454144910934756e-03, 1.143587873759451890e-03
1.687266622275915675e-03, 1.193120499105900477e-03
7.853574592596244529e-04, 2.101162897931791156e-03
5.922410118216234025e-03, 7.840354780590645407e-04
5.631379063516431423e-03, 1.242267924838439145e-03
9.098018494896319705e-04, 1.326750205430467580e-03
3.850597990197495921e-03, 7.266025318808059120e-04
2.222032607337772608e-03, 1.399514728758019782e-03
6.680004395604175957e-03, 8.963793364558767136e-04
2.297495167456206980e-03, 8.963793364558767136e-04
1.943192737949571078e-03, 1.691595671907467112e-03


3.267087520404868273e-01 (19,3)

 2.361802979473395271e-03,  2.268308650288733148e-03
 1.523673812104127563e-03,  1.900884875592482887e-03
 2.880857464096790092e-04,  2.849179542159993410e-03
 1.736536908884266789e-03,  1.821526411140967153e-03
 1.617898501299175557e-03,  1.472832264745822361e-03
 1.550005431549137920e-03,  1.283518880490609228e-03
 5.447166000549882002e-03,  1.147083996877217189e-03
 7.104391644484374553e-03,  6.326251057131487875e-04
 3.022624283448677521e-03,  1.919576870503300180e-03
 5.517329857843577927e-03,  1.769736020086346213e-04
 1.785678969480883555e-03,  1.392300471003282832e-04
 4.239148249719320617e-03,  1.570845219755332605e-03
 7.585410769241356273e-04,  1.570845219755332605e-03
 1.884194440867071208e-03,  9.559928088290430394e-04


3.278627612172783645e-01 (18,3)

 3.534364434451980810e-03,  3.608424547488454578e-03
 2.454228759386185583e-03,  1.246224283326999435e-03
 1.984537082519470617e-03,  6.366996440550125660e-04
 1.787545069838552452e-03,  3.617819285116725785e-03
 7.961147215055309947e-04,  1.778049607889125618e-03
 1.424165778890265025e-03,  8.902105912356068082e-04
 6.189354683425671300e-03,  1.377180403626345221e-03
 6.433880055336926342e-03,  1.539944196851121896e-03
 3.164931973284180306e-04,  1.265058620121356937e-03
 5.436132332442837785e-03,  1.559634607518644179e-03
 1.279440192677802493e-03,  1.387016303642979930e-03
 7.233257816423024553e-03,  9.013525376038663845e-04
 2.789753819116289404e-03,  9.013525376038663845e-04
 1.069602573501014049e-03,  9.195217744246035130e-04


3.493252959272575286e-01 (34,3)

 3.358882103740697123e-03,  2.604253804784589180e-03
 3.059529923333662201e-03,  1.365465207638224057e-03
 1.326233246513390009e-03,  2.154885570556205193e-03
 1.717240171359852392e-03,  2.366132654441621946e-03
 1.022795481924716450e-03,  9.474648026973803193e-04
 1.647231425737677403e-03,  1.393131125469354668e-03
 5.463795652868318024e-03,  6.159261422533584369e-04
 8.009966909729287002e-03,  5.883023438373080919e-04
 2.386776120359313837e-03,  1.379829164115756309e-03
