-828,-7499,-7600,-7630,-7657,-7679,-7717,-7760,-7803,-7855,-7932,-7994,-8072,-8168,-8271,-8384,-8512,-8651,-8803,-8962,-9136,-9313,-9447,-9470,-9329,-9075,-8749,-8391,-7990,-7545,-7067,-6539,-5964,-5336,-4641,-3875,-3015,-2074,-1040,74,1187,2126,2607,2477,1886,1102,308,-437,-1112,-1717
-523,-7766,-7795,-7850,-7860,-7887,-7922,-7962,-8005,-8060,-8136,-8210,-8288,-8384,-8492,-8601,-8723,-8864,-8992,-9127,-9243,-9295,-9243,-9084,-8839,-8542,-8193,-7802,-7365,-6886,-6363,-5779,-5135,-4420,-3615,-2709,-1687,-541,734,2065,3211,3729,3365,2477,1483,561,-260,-982,-1616,-2177
-108,-7927,-8000,-8033,-8068,-8084,-8121,-8154,-8202,-8257,-8318,-8395,-8477,-8566,-8659,-8770,-8873,-8967,-9058,-9107,-9099,-9012,-8853,-8620,-8335,-8006,-7626,-7202,-6730,-6209,-5624,-4973,-4240,-3412,-2466,-1382,-121,1312,2911,4390,5001,4263,3006,1798,753,-132,-886,-1544,-2116,-2627
140,-8147,-8192,-8223,-8240,-8256,-8285,-8321,-8368,-8412,-8476,-8530,-8603,-8683,-8762,-8837,-8898,-8939,-8942,-8899,-8794,-8631,-8417,-8144,-7823,-7460,-7057,-6594,-6083,-5504,-4850,-4117,-3273,-2307,-1178,156,1747,3638,5631,6454,5104,3435,2022,883,-52,-840,-1511,-2091,-2610,-3074
735,-8249,-8285,-8338,-8348,-8389,-8401,-8436,-8478,-8517,-8553,-8609,-8657,-8712,-8751,-8783,-8782,-8754,-8693,-8583,-8425,-8223,-7968,-7670,-7320,-6935,-6492,-5992,-5421,-4781,-4053,-3214,-2237,-1086,290,1971,4072,6681,8100,5740,3689,2147,940,-31,-831,-1511,-2101,-2620,-3079,-3505
636,-8154,-8391,-8369,-8424,-8436,-8462,-8483,-8502,-8534,-8560,-8592,-8606,-8625,-8640,-8614,-8563,-8498,-8386,-8242,-8050,-7817,-7541,-7213,-6843,-6420,-5934,-5385,-4763,-4051,-3225,-2266,-1124,243,1934,4077,6889,9023,5925,3752,2159,921,-55,-866,-1548,-2140,-2653,-3120,-3538,-3921
1546,-8231,-8340,-8430,-8402,-8404,-8440,-8441,-8471,-8465,-8490,-8492,-8489,-8480,-8450,-8405,-8319,-8215,-8077,-7894,-7684,-7428,-7125,-6775,-6374,-5920,-5397,-4797,-4102,-3309,-2378,-1273,45,1667,3677,6083,7461,5586,3586,2043,823,-143,-947,-1628,-2215,-2727,-3189,-3601,-3979,-4334
1580,-8170,-8280,-8310,-8340,-8328,-8353,-8374,-8367,-8359,-8343,-8339,-8323,-8292,-8241,-8164,-8063,-7926,-7773,-7583,-7345,-7062,-6741,-6367,-5938,-5446,-4876,-4220,-3463,-2572,-1519,-274,1230,3012,4933,5919,4852,3232,1819,655,-291,-1080,-1745,-2321,-2833,-3286,-3694,-4071,-4417,-4743
1900,-8026,-8133,-8162,-8205,-8194,-8213,-8232,-8231,-8195,-8188,-8170,-8129,-8090,-8020,-7928,-7805,-7665,-7480,-7279,-7025,-6733,-6389,-5983,-5528,-4989,-4375,-3659,-2818,-1834,-679,687,2238,3780,4577,3985,2732,1481,402,-497,-1263,-1912,-2474,-2973,-3419,-3820,-4188,-4526,-4846,-5148
1423,-7625,-7944,-8032,-8029,-8057,-8080,-8056,-8037,-8053,-8018,-7987,-7938,-7875,-7809,-7698,-7581,-7410,-7235,-7002,-6742,-6429,-6061,-5631,-5132,-4557,-3889,-3105,-2198,-1132,104,1441,2716,3391,3079,2117,1056,75,-771,-1496,-2124,-2671,-3155,-3584,-3976,-4338,-4670,-4980,-5273,-5554
795,-7251,-7761,-7760,-7864,-7889,-7880,-7904,-7876,-7855,-7856,-7795,-7763,-7696,-7604,-7513,-7353,-7209,-6999,-6757,-6480,-6151,-5753,-5298,-4768,-4137,-3417,-2585,-1599,-502,669,1746,2338,2165,1449,543,-324,-1107,-1791,-2388,-2911,-3375,-3789,-4168,-4515,-4840,-5143,-5429,-5699,-5957
651,-6883,-7430,-7599,-7693,-7719,-7729,-7737,-7734,-7715,-7675,-7655,-7599,-7527,-7438,-7332,-7192,-7015,-6806,-6556,-6255,-5895,-5482,-4991,-4415,-3742,-2979,-2077,-1083,-56,852,1357,1281,735,-21,-802,-1505,-2142,-2703,-3197,-3643,-4037,-4396,-4733,-5043,-5334,-5608,-5870,-6124,-6368
311,-6640,-7243,-7398,-7496,-7558,-7573,-7571,-7596,-7575,-7547,-7495,-7453,-7381,-7284,-7176,-7030,-6850,-6615,-6358,-6035,-5652,-5214,-4691,-4067,-3360,-2553,-1668,-744,28,464,423,-33,-664,-1332,-1971,-2551,-3069,-3537,-3951,-4318,-4667,-4985,-5276,-5555,-5816,-6072,-6307,-6548,-6772
-11,-6069,-6912,-7272,-7327,-7382,-7417,-7437,-7427,-7453,-7422,-7384,-7330,-7263,-7157,-7029,-6892,-6695,-6452,-6172,-5846,-5430,-4956,-4396,-3738,-2996,-2203,-1427,-779,-416,-452,-823,-1355,-1933,-2494,-3024,-3491,-3919,-4293,-4650,-4972,-5261,-5540,-5804,-6048,-6289,-6522,-6741,-6962,-7178
-43,-5747,-6586,-6975,-7149,-7194,-7274,-7284,-7321,-7296,-7293,-7290,-7223,-7145,-7048,-6934,-6749,-6545,-6314,-6018,-5652,-5203,-4698,-4106,-3453,-2747,-2076,-1550,-1275,-1328,-1642,-2093,-2600,-3083,-3540,-3960,-4341,-4697,-5011,-5303,-5572,-5834,-6078,-6306,-6514,-6737,-6955,-7160,-7367,-7566
160,-5335,-6356,-6688,-6886,-7084,-7127,-7168,-7178,-7165,-7167,-7182,-7103,-7042,-6945,-6812,-6663,-6438,-6163,-5849,-5447,-4998,-4453,-3859,-3286,-2728,-2324,-2144,-2239,-2496,-2888,-3296,-3714,-4108,-4472,-4808,-5119,-5405,-5672,-5906,-6144,-6361,-6575,-6787,-6985,-7176,-7373,-7566,-7756,-7949
651,-4954,-6069,-6422,-6651,-6917,-6969,-6995,-7033,-7094,-7085,-7025,-7051,-6973,-6844,-6737,-6544,-6307,-6027,-5676,-5279,-4820,-4332,-3834,-3421,-3117,-3039,-3150,-3375,-3705,-4035,-4378,-4711,-5005,-5292,-5563,-5809,-6041,-6251,-6469,-6668,-6857,-7051,-7230,-7410,-7591,-7766,-7947,-8129,-8310
923,-4468,-5782,-6260,-6544,-6700,-6800,-6877,-6913,-7007,-6985,-6995,-6939,-6879,-6739,-6617,-6445,-6170,-5887,-5528,-5174,-4797,-4417,-4117,-3970,-3952,-4044,-4245,-4499,-4761,-5027,-5307,-5550,-5787,-6003,-6216,-6413,-6610,-6787,-6963,-7139,-7309,-7478,-7641,-7808,-7968,-8132,-8305,-8471,-8643
1811,-3914,-5440,-5966,-6360,-6563,-6621,-6734,-6894,-6914,-6871,-6870,-6882,-6751,-6686,-6541,-6325,-6122,-5850,-5562,-5305,-5058,-4880,-4819,-4820,-4910,-5071,-5252,-5437,-5654,-5842,-6052,-6241,-6430,-6592,-6764,-6933,-7093,-7242,-7400,-7550,-7701,-7847,-8003,-8152,-8301,-8461,-8618,-8778,-8939
1926,-3457,-4992,-5726,-6164,-6428,-6554,-6711,-6737,-6825,-6856,-6825,-6749,-6742,-6629,-6486,-6334,-6097,-5946,-5830,-5660,-5585,-5552,-5555,-5645,-5757,-5873,-6011,-6179,-6330,-6486,-6649,-6782,-6923,-7076,-7216,-7355,-7491,-7627,-7763,-7902,-8033,-8169,-8310,-8449,-8598,-8741,-8882,-9038,-9188
2798,-2881,-4725,-5543,-5960,-6247,-6484,-6622,-6787,-6830,-6876,-6831,-6789,-6759,-6687,-6562,-6410,-6343,-6238,-6199,-6128,-6124,-6156,-6218,-6284,-6369,-6473,-6588,-6701,-6821,-6948,-7063,-7190,-7317,-7440,-7556,-7674,-7801,-7924,-8033,-8176,-8297,-8423,-8554,-8680,-8812,-8953,-9084,-9214,-9342
3242,-2835,-4781,-5459,-6112,-6302,-6529,-6627,-6790,-6860,-6871,-6850,-6818,-6777,-6772,-6687,-6637,-6602,-6586,-6542,-6533,-6547,-6579,-6632,-6705,-6785,-6864,-6959,-7047,-7158,-7263,-7356,-7471,-7574,-7683,-7804,-7911,-8030,-8140,-8257,-8382,-8494,-8611,-8731,-8848,-8970,-9079,-9192,-9293,-9365
3743,-2884,-4823,-5584,-5942,-6324,-6559,-6729,-6777,-6844,-6904,-6851,-6909,-6887,-6836,-6815,-6807,-6759,-6752,-6786,-6770,-6808,-6827,-6879,-6973,-7034,-7101,-7191,-7272,-7373,-7456,-7545,-7656,-7755,-7858,-7952,-8066,-8172,-8280,-8390,-8502,-8613,-8724,-8830,-8931,-9032,-9130,-9205,-9258,-9295
3641,-2904,-4896,-5670,-6219,-6402,-6590,-6748,-6785,-6861,-6894,-6942,-6942,-6922,-6893,-6883,-6913,-6902,-6882,-6922,-6947,-6988,-7002,-7064,-7126,-7173,-7246,-7314,-7409,-7496,-7574,-7671,-7764,-7862,-7958,-8049,-8157,-8261,-8369,-8470,-8566,-8666,-8765,-8858,-8947,-9028,-9086,-9140,-9160,-9160
3294,-3349,-5105,-5855,-6160,-6499,-6670,-6694,-6774,-6901,-6922,-6967,-6958,-6924,-6985,-6985,-6959,-6973,-7010,-7036,-7051,-7085,-7120,-7166,-7215,-7271,-7331,-7399,-7482,-7562,-7649,-7728,-7826,-7916,-8008,-8110,-8202,-8302,-8392,-8491,-8581,-8670,-8761,-8837,-8906,-8963,-9005,-9022,-9026,-9001
2881,-3382,-5119,-5747,-6209,-6439,-6624,-6747,-6871,-6899,-6969,-6983,-6987,-7006,-7038,-7046,-7044,-7053,-7084,-7112,-7121,-7157,-7193,-7232,-7289,-7345,-7406,-7475,-7532,-7612,-7690,-7773,-7858,-7943,-8031,-8120,-8198,-8297,-8388,-8476,-8561,-8637,-8717,-8773,-8827,-8868,-8886,-8892,-8876,-8840
2469,-3579,-5168,-5889,-6220,-6494,-6654,-6737,-6837,-6893,-6971,-7009,-7028,-7059,-7058,-7084,-7095,-7101,-7142,-7158,-7184,-7225,-7259,-7294,-7339,-7399,-7452,-7496,-7572,-7631,-7713,-7783,-7864,-7943,-8023,-8110,-8192,-8274,-8358,-8429,-8506,-8574,-8631,-8681,-8725,-8745,-8747,-8742,-8712,-8671
2248,-3809,-5254,-5911,-6235,-6518,-6671,-6764,-6908,-6915,-6986,-7030,-7042,-7098,-7122,-7137,-7156,-7173,-7194,-7223,-7243,-7283,-7303,-7343,-7376,-7423,-7481,-7539,-7584,-7656,-7725,-7796,-7864,-7932,-8013,-8089,-8161,-8237,-8304,-8370,-8429,-8490,-8531,-8567,-8594,-8602,-8597,-8582,-8545,-8492
1729,-3825,-5262,-5816,-6382,-6559,-6698,-6779,-6891,-6980,-7032,-7075,-7108,-7147,-7158,-7148,-7183,-7235,-7240,-7267,-7282,-7327,-7346,-7382,-7423,-7465,-7512,-7560,-7601,-7654,-7724,-7772,-7851,-7918,-7979,-8039,-8110,-8174,-8229,-8286,-8337,-8381,-8413,-8438,-8446,-8444,-8434,-8399,-8366,-8304
1732,-3899,-5274,-5952,-6288,-6564,-6700,-6795,-6900,-7007,-7084,-7097,-7132,-7185,-7189,-7237,-7233,-7246,-7293,-7313,-7349,-7372,-7392,-7425,-7462,-7492,-7527,-7577,-7624,-7660,-7714,-7764,-7812,-7872,-7924,-7985,-8040,-8090,-8137,-8187,-8224,-8255,-8271,-8290,-8283,-8284,-8253,-8223,-8174,-8116
